UserName,Handle,Timestamp,Comments,Likes,Retweets,Text
NYC DOT,@NYC_DOT,2022-05-03T19:36:32.000Z,"ALT
ALT
ALT
ALT",,,3
Steve Vaccaro,@BicyclesOnly,2022-05-03T19:36:32.000Z,"nytimes.com
How to Stop Speeding Drivers? Scare Them.
Traffic deaths in New York City have risen to the highest level in eight years. A new campaign aims to shock them into slowing down.",,,2
H&M USA,@hmusa,2022-05-03T19:36:32.000Z,"hm.com
Shop Now",2,4,44
Milkfacebstrd2,@milkfacebstrd2,2022-05-03T19:36:32.000Z,,,,
NYC DOT,@NYC_DOT,2022-05-03T18:16:38.000Z,"ALT
ALT
ALT
ALT",3,8,27
Nikki Sylianteng,@nsylianteng,2022-05-03T18:16:38.000Z,Indoors? During the next pandemic in the winter?,1,,
helen gigante,@hgigante,2022-05-03T18:16:38.000Z,Traffic violence is linguistical marketing,,,
NYC DOT,@NYC_DOT,2022-05-03T18:16:38.000Z,,6,3,5
DA Eric Gonzalez,@BrooklynDA,2022-05-03T18:16:38.000Z,"NYC DOT
@NYC_DOT
 · May 2
Today’s announcement was made in East New York, Brooklyn, at the location of one of the new campaign’s billboards and a #VisionZero priority area. The new campaign will be widespread across the five boroughs. 

More from @WinnHu: https://nytimes.com/2022/05/02/nyregion/nyc-speeding-traffic-deaths.html…
Show this thread
ALT",1,1,5
@megshashin,@megshashin,2022-05-03T18:16:38.000Z,I was passing in green. Look at the video he crossed the intersection with red!,1,,
NYC DOT,@NYC_DOT,2022-05-03T18:16:38.000Z,"To share transportation concerns with the Commissioner and receive follow up, please visit: http://bit.ly/contactDOTCommissioner…",,,1
Stanley Greenberg,@greenbergphoto1,2022-05-03T18:16:38.000Z,There’s an electronic sign now at Grand Army Plaza that says “slow down for pedestrians”. Does that qualify?,,,
Stop #GreenPrivilege,@NOGreenPrivlege,2022-05-03T18:16:38.000Z,"$4 MILLION for a campaign to counter speeding when THAT'S WHAT WE HAVE POLICE FOR....yet The People can't receive #FreeHealth #FreeEd #AffordableHomes bc people like 
@nycmayor
 @TheDemocrats
 @GOP
 are too busy WASTING our money instead of investing into the people. #StopTheRoyals",,1,1
Old Forester,@oldforester,2022-05-03T18:16:38.000Z,"youtube.com
Kentucky Turtle Derby 2022",40,88,553
AllieRyanNYC #SaveEastRiverPark,@AllieRyanNYC,2022-05-03T18:16:38.000Z,".
@NYC_DOT
 @NYCMayorsOffice",,,
helen gigante,@hgigante,2022-05-03T18:16:38.000Z,Trading in tragedy while collecting a paycheck to do so..scummy,,,
NY1 Noticias,@NY1noticias,2022-05-03T18:16:38.000Z,"ny1noticias.com
Ciclistas del Bronx reciben equipo de seguridad gratuito
El DOT organiza distribuciones gratuitas de cascos.",,,
Laura Shepard,@LAShepard221,2022-05-03T18:16:38.000Z,"Laura Shepard
@LAShepard221
 · Apr 25
So angry to read this and hoping the victim survives.

48th St btwn 37th Ave & Northern Blvd is a chaotic mess and unacceptably unsafe for pedestrians & cyclists. @NYC_DOT must redesign it with traffic calming & protected #BikeQNS lanes.

https://queenspost.com/89-year-old-woman-struck-on-48th-street-by-motorist-coming-out-of-bjs-parking-lot…
Show this thread",2,5,25
Myrtle W. Speaks,@Blurena,2022-05-03T14:30:08.000Z,,,,
Choresh Wald,@Choresh2,2022-05-03T14:30:08.000Z,,,,1
Stanley Greenberg,@greenbergphoto1,2022-05-03T14:30:08.000Z,"between Lincoln and Parkside. NYPD does not enforce posted rules, ""gives courtesy"" to illegally parked cars. No pedestrian safety features can be installed because parking lane becomes travel lane during rush hour.",,,3
Peter W Beadle,@pwbnyc,2022-05-03T14:30:08.000Z,"Queens Community Board 6
@QueensCB6
 · 6h
Do you take the bus?

On May 5 the @MTA & @NYC_DOTr are holding a workshop for our district  If you use the bus please review the plan There are changes and route eliminations.

Queens Bus Redesign Details:  https://tinyurl.com/QNSBUSREDESIGN

 May 5 Workshop:  https://tinyurl.com/QNSBUSWRKSHOPMAY5…
GIF
ALT",,1,2
Crandog,@Crandog2,2022-05-03T14:30:08.000Z,How about just going back indoors?  Some nice tables on sidewalk in good weather. It’s a permanent transfer to the owner of the building. Short term windfall to restaurants which are bad business models dependent on low cost immigrant labor.,,,
Nikki Sylianteng,@nsylianteng,2022-05-03T14:30:08.000Z,"Woow. 

Here’s the restaurant in front of our apartment before and over the course of the pandemic. 

The 
@NYC_DOT
 is proposing like the middle. But what happens in the next pandemic? Restaurants will have to go back to the 3rd pic. There’s gotta be a more sustainable solution.",1,,
Pedro 我是纽约人,@_pjrt,2022-05-03T14:30:08.000Z,"I think you meant 
@NYC_DOT
 . But I would love for 
@NYC_DOTr
 to join the convo ",,,1
1800 Tequila,@1800Tequila,2022-05-03T14:30:08.000Z,"1800tequila.com
Five-star Cinco by 1800 Tequila",2,7,89
Emma Otheguy,@EmmaOtheguy,2022-05-03T14:30:08.000Z,"Thanks! I submitted a concern. I was disappointed to learn that DOT will measure ""pedestrian volume"" before considering traffic signal. Of *course* pedestrian volume there is low. Because it's not safe, least of all for going to park w/ kids! Build traffic signal & will be high.",,,
MotoBX,@MotoBX,2022-05-03T14:30:08.000Z,"""New Yorkers will see for themselves the horrible aftermath of driving too fast""... But we will do nothing about it except this media blitz",,,
Grand St. Parking Lane,@GrandSt_Parking,2022-05-03T14:30:08.000Z,"We need traffic-calming infrastructure and protected bike lanes.

Numerous big cities all over the world have already figured this out and solved it already. The solution is right there in front of us, why won’t you build better streets?",,,1
Rita Joseph #BlackLivesMatter,@RitaJosephNYC,2022-05-03T14:30:08.000Z,What cross streets? Will send to precinct,1,,1
Gayle,@gayle_olson,2022-05-03T13:11:15.000Z,,,,
Kat O'Brien,@OBrien_Kat,2022-05-03T13:11:15.000Z,,,,2
uaf,@__uaf__,2022-05-03T13:11:15.000Z,Shared micromobility providers enforce speed with geofencing. Require all new motor vehicles to comply with speed limit geofencing in 3 years if they still want to be able to sell their cars in your country. Level playing field. Sales opportunity/fomo dilemma.,,,1
Jeffrey Thomas,@absolutjct,2022-05-03T13:11:15.000Z,Don’t waste money buying ads and start enforcing existing laws - especially defaced plates!,,,
Eduardo,@LESbOxKiNg,2022-05-03T13:11:15.000Z,,,,
joseph,@jtedeschi1968,2022-05-03T13:11:15.000Z,"Awareness is fine, but add speed bumps on all rods where speeding is an issue. Above all, drivers care about the safety of the cars they drive and not others who are using our streets and sidewalks. #bikenyc",,,1
Linda Gratta,@GrattaLinda,2022-05-03T13:11:15.000Z,"Are you kidding me???  Wasted money on billboards!  It will never, never, ever work. Try locking them up, harsh punishment!!",,,
queensnycyo,@queensnycyo,2022-05-03T13:11:15.000Z,Why?,,,
1800 Tequila,@1800Tequila,2022-05-03T13:11:15.000Z,"0:07
1800tequila.com
Five-star Cinco by 1800 Tequila",2,7,89
Kingsland Cleanup,@KingslandBID,2022-05-03T13:11:15.000Z,"Kingsland Cleanup
@KingslandBID
 · Apr 26
$10 #HipsterHeroin less than 1,000ft from a school
Show this thread",,,
Linda McIntyre,@Linda_Mc,2022-05-03T13:11:15.000Z,"Enforcement, please...",,,
joseph,@jtedeschi1968,2022-05-03T13:11:15.000Z,"And protected… genuinely absurd that Central Park is not ringed by two way, protected lane - and I don’t mean protected by parked cars. See below, Vancouver version of a bike lane.",,,5
Brooklynne,@Brookly88259685,2022-05-03T09:00:11.000Z,1,,,1
YnotSayItNow,@YnotSayItNow,2022-05-03T09:00:11.000Z,"It’s disgusting! Stop using terms like “traffic violence”. It makes it sound as if New Yorkers wake up, get dressed and get in their cars ready to run someone over.  Stop obeying your financial backers and do the work of the people!  
@NYCMayor
 @NYC_DOT
 @ydanis",,,
cristina smith,@cristinasmith29,2022-05-03T09:00:11.000Z,How did you have time for this after your pedicure and met gala??,,,
Dionna King,@Dionna_King7,2022-05-03T09:00:11.000Z,"nytimes.com
How to Stop Speeding Drivers? Scare Them.
Traffic deaths in New York City have risen to the highest level in eight years. A new campaign aims to shock them into slowing down.",1,,
YnotSayItNow,@YnotSayItNow,2022-05-03T09:00:11.000Z,Anti-car agenda in full force.  Corruption at DOT runs deep folks!,,,
Gabriel Yabra,@GabrielYabra,2022-05-03T09:00:11.000Z,"Gabriel Yabra
@GabrielYabra
 · 22h
Can we get this fixed @nyc311 @NYC_DOT",,,1
Tak,@Tak44311407,2022-05-03T09:00:11.000Z,Spend money for more effective projects. Nobody will pay attention for the advertisement.,,,
Dj RoY,@DjRoY06711984,2022-05-03T09:00:11.000Z,More tickets for drivers and pedestrians and illegal small motorcycles bicycles etc get away it’s totally unfair,,,
Milads01,@04Milads01,2022-05-03T09:00:11.000Z,"@04Milads01
 @NYC_DOT
 @NYC_DOT
 @2AvSagas
 @ABC7NY
 @BilldeBlasio
 @FDNY
 @MikeBloomberg",,,
Samuel Santaella,@TransitNinja205,2022-05-03T09:00:11.000Z,Another [re]use for car bodies;,,,
Old Forester,@oldforester,2022-05-03T09:00:11.000Z,"youtube.com
Kentucky Turtle Derby 2022",40,88,553
Zabala al Dia.com,@zabalaaldia,2022-05-03T09:00:11.000Z,,,1,
Sam E. Antar,@SamAntar,2022-05-03T01:32:02.000Z,Under no circumstances should a bicyclist ride on the sidewalk. They should get off their bike and walk with it.,1,,1
ib,@ibnyc57,2022-05-03T01:32:02.000Z,How’s that crackdown on atvs going? The cops are too afraid to do anything.,,,
ib,@ibnyc57,2022-05-03T01:32:02.000Z,"Bikers aren’t the only problem but they’re def  a problem. So many too afraid to ride in the streets so they ride on the sidewalks. Up on Riverside Dr, red lights mean nothing. Slowing down kills their momentum. It’s up to pedestrians to get out of the way of spandex",1,,1
Sam E. Antar,@SamAntar,2022-05-03T01:32:02.000Z,I’m not pretending that cyclists are “the problem”. I don’t want their flouting the law ignored.,,,
Jose Grafals,@bdofed405,2022-05-03T01:32:02.000Z,"Nah, speed cameras brings them more revenue. Anything that makes money after the sh*t hole that NYC has become.",,,
No more NYPD cars on bike/bus lanes and bus stops,@WakefieldBxDave,2022-05-03T01:32:02.000Z,"@placardabuse
 @NYCMayor
 @NYCMayorsOffice
 @NYPDPC
 @NYPD19Pct
@NYPDEquity
Wait, but anything that is illegally parked always goes to NYPD anyway.   
@NYC_DOT
 only handles the bus stop signs.

Yea it makes sense in giving this matter to NYPD.  It's like giving Al Capone  to .",1,,1
Kevin Fagan,@Kevin_J_Fagan,2022-05-03T01:32:02.000Z,This is a waste of money. Redesign the streets with this money instead.,,,2
Brian Enright,@brian43ny,2022-05-03T01:32:02.000Z,Maybe he should check out the bike lane on the Queensboro bridge.,,,4
Councilwoman Inna Vernikov,@InnaVernikov,2022-05-03T01:32:02.000Z,,1,6,26
Jason Miller,@jbmp51,2022-05-03T01:32:02.000Z,Ha   I guess you are blind to the literal insanity if bikers in midtown and elsewhere..,,,1
H&M USA,@hmusa,2022-05-03T01:32:02.000Z,"hm.com
Watch More",1,2,26
Aunt_Bike,@auntbike,2022-05-03T01:32:02.000Z,"You cannot solve ""the problem of traffic deaths"" by pretending cyclists are ""the problem"".Only someone who willingly ignores the fact that reckless drivers kill pedestrians so regularly  would think ""the problem of traffic safety"" is cyclists.",2,,
Mark Treyger,@MarkTreyger718,2022-05-03T01:32:02.000Z,"And thank you, Councilman Kagan, for getting this important safety project to the finish line! Teamwork makes the dream work!",,,2
Council Member Ari Kagan,@CMAriKagan47,2022-05-03T01:32:02.000Z,"1
7",1,,7
★ Arvi Sreenivasan,@arvi1000,2022-05-03T01:32:02.000Z,or this,,,8
The Botanist Gin U.S.,@thebotanist_us,2022-05-02T23:29:45.000Z,"thebotanist.com
The Botanist Islay Dry Gin",4,15,151
Sam E. Antar,@SamAntar,2022-05-02T23:29:45.000Z,"You cannot solve the problem of traffic safety by ignoring the problem of cyclists regularly crossing red lights, speeding, riding on sidewalks, and riding against traffic. At least 300 pedestrians are injured by cyclists each year and not every accident is the motorists fault.",2,3,10
Ian MacAllen,@IanMacAllen,2022-05-02T23:29:45.000Z,Perhaps you should put as much effort into ticketing drivers running red lights as you do harassing homeless people.,,,6
Beep Beep Help Me,@BeepBeepAstoria,2022-05-02T23:29:45.000Z,Thank you so much! I heard from the DOT. Now I'm just waiting for someone to fix it.,,,
Beep Beep Help Me,@BeepBeepAstoria,2022-05-02T23:29:45.000Z,Thank you!,,,
John DeSio,@johndesio,2022-05-02T23:29:45.000Z,".
@NYC_DOT
 should release this font to the public.",,1,2
Jeff Novich,@jeffnovich,2022-05-02T23:29:45.000Z,"0:11
504 views",1,5,45
Seth,@justatrainguy,2022-05-02T23:29:45.000Z,That $4M could pay for a lot of traffic calming measures instead,,,3
Eddie,@calantar12,2022-05-02T23:29:45.000Z,Any plans for rising crime in NY?! Especially for the people riding the subway.,,,
Old Forester,@oldforester,2022-05-02T23:29:45.000Z,"youtube.com
Kentucky Turtle Derby 2022",40,88,553
Sylveon,@Sylveonkpopnyct,2022-05-02T23:29:45.000Z,"the m4 technically does, 32nd and 5th is in the Penn station area lmao",,,
Reasmus,@Reasmus2,2022-05-02T23:29:45.000Z, and on all sides of the Park!,,,2
cross-breeze appreciator,@shoob_alert,2022-05-02T23:29:45.000Z,Most one way bike paths should be two way,,,
David Stern,@DavidStern_us,2022-05-02T23:29:45.000Z,How about enforcing existing traffic laws like in the ‘old’ days?,,,
Eric M. Seitz,@ericmseitz,2022-05-02T23:29:45.000Z,I love it. Here's my version:,1,,9
Munk School,@munkschool,2022-05-02T22:28:13.000Z,"Mayor Eric Adams
@NYCMayor
 · 23h
Traffic safety is public safety. 

Today I joined @NYC_DOT to announce an unprecedented $4 million ad campaign to reach all 5 boroughs in 9 languages with 1 message: 

Slow down. Speeding ruins lives. 

The goal of #VisionZero is to end traffic fatalities. Let’s get it done.",,,1
Jose Cuervo,@JoseCuervo,2022-05-02T22:28:13.000Z,"cuervo.com
Tip It Forward to bartenders this Cinco de Mayo",1,3,41
JQ LLC: The Impunity City,@ImpunityCity,2022-05-02T22:28:13.000Z,"Those Ads are hysterically dumb. No one 8s going to take them seriously. How much money did you give 
@TransAlt
 to produce them?",,1,3
JQ LLC: The Impunity City,@ImpunityCity,2022-05-02T22:28:13.000Z,How about riding on the correct side of the street or ride on Columbus Ave?,,,2
Secret_Agent_Man007.5,@taskforcegoat,2022-05-02T22:28:13.000Z,So does dancing in the streets! What about all those ATV’s and dirt bikes? What are you doing about them?,,,
Some Guy,@SomeGuy53802641,2022-05-02T22:28:13.000Z,The Brooklyn bridge should have a guard rail to stop pedestrians from running into the bike lane with and without looking all for a photo. I'm not too far from there and refuse to embrace it since it doesn't reduce stress or cholesterol anymore,,,
sqddxjQ48j,@sqddxjQ48j,2022-05-02T22:28:13.000Z,"You need ads inside 
@NYPDnews
 precincts telling the #NYPD

#1 stop breaking traffic laws
#2 enforce traffic laws

Much cheaper & more helpful.",,,4
Jini Johnson,@Johnson4Jini,2022-05-02T22:28:13.000Z,Speak English please,,1,2
Kenway,@Kenway22046999,2022-05-02T22:28:13.000Z,"Southbound BQE on-ramp next to Manhattan bridge is probably the most dangerous now, I can't tell you how many times I've seen someone almost get clipped by another driver refusing to merge into the 2 lane and riding the ""safety zone""",,,
Sweet captain,@SweetCaptain76,2022-05-02T22:28:13.000Z,If you talking of reducing speed the electrical bikes run at 40 miles per hour in the middle of crowded places and schools and nobody stops them,,1,2
Con Edison,@ConEdison,2022-05-02T22:28:13.000Z,"coned.com
Descubra cómo ayudar",,,3
flyless bird,@flylessbird2,2022-05-02T22:28:13.000Z,You need 4 millions for that???!,,1,2
FreeParkNYC,@freeparknyc,2022-05-02T22:28:13.000Z,"From 
Mayor Eric Adams",,,
Gabriel Yabra,@GabrielYabra,2022-05-02T22:28:13.000Z,,1,1,2
James Ramirez,@ominousbliss,2022-05-02T21:27:56.000Z,,,,
NYC Father of Two,@Idiottaxpayer,2022-05-02T21:27:56.000Z,"This a total joke. Mr. Adams ride a bike at 2pm on a Friday from Brooklyn bridge to Central Park. You have motorcycles driving in bike lane, cars blocking bikes lanes, triple parking, cars turning left through bike lane. I wont ride the unsafe subway.",,,2
Delphine972,@delphine9721,2022-05-02T21:27:56.000Z,We want a Formula 1 race in NY streets,,,2
NotoriousTony22,@TR2269007166,2022-05-02T21:27:56.000Z,,,1,1
NeverForget_WhoProlongedThePandemic,@NeverForget2007,2022-05-02T21:27:56.000Z,"So 4 million bucks goes to an ad campaign firm rather than to more stop signs and traffic lights that communities have been asking for for decades. 
Vision Zero makes about as much sense as China’s “zero Covid”.
Get a clue. People that don’t see stop signs don’t see ads either.",,,2
Steve Franciosa,@FranciosaSteve,2022-05-02T21:27:56.000Z,This looks like an ad for circus Soleil,,,2
Eneida,@eneidadvt,2022-05-02T21:27:56.000Z,,,,
Steve Franciosa,@FranciosaSteve,2022-05-02T21:27:56.000Z,"Next spend $20 million that overeating makes you fat.
10 million that looking directly into the sun is not a good idea and 50 million that jay walking is illegal",,,
Jason Rabinowitz,@AirlineFlyer,2022-05-02T21:27:56.000Z,I’d really rather you just relay this to someone who can fix it. Given its location and the 311 reporting system that requires an address rather than exact location your crews will never find this hole.,,,5
H&M USA,@hmusa,2022-05-02T21:27:56.000Z,"hm.com
Watch More",,1,6
A Freilecha Bucher,@FreilechBucher,2022-05-02T21:27:56.000Z,"@NYC_DOT
 @nyc311
 this is in Boro or Brooklyn, on Wythe Ave at Williamsburg Street West, right after the exit #31 of the BQE i278 west.",,,1
Andrew Siff,@andrewsiff4NY,2022-05-02T21:27:56.000Z,"Streetsblog New York
@StreetsblogNYC
 · May 2
Just in time for @NYCMayor and @NYC_DOT press conference about a new safe-driving billboard campaign, a new study questions safe-driving billboard campaigns: https://usa.streetsblog.org/2022/05/02/study-distracting-roadside-safety-billboards-may-cause-17k-crashes-a-year/…",,,
NYC DOT,@NYC_DOT,2022-05-02T21:27:56.000Z,"Looping in 
@nyc311
 to assist with filing a broken sidewalk complaint or you may file online: 
https://portal.311.nyc.gov/article/?kanumber=KA-02235…",2,,1
kenny roman,@shasta395,2022-05-02T21:27:56.000Z,,,1,
Car Helmets,@CarHelmets,2022-05-02T21:27:56.000Z,"Mayor Eric Adams
@NYCMayor
 · 22h
La seguridad vial es seguridad pública.

Hoy estuve con @NYC_DOT para anunciar una campaña de publicidad sin precedentes de 4 millones de dólares para alcanzar los 5 condados, en 9 idiomas, con un mensaje:

Reduzca la velocidad. El exceso de velocidad arruina vidas.",,,3
Betty Henderson,@BettyHe03781983,2022-05-02T20:53:41.000Z,THIS IS GREAT NEWS.!,,,
Jose Cuervo,@JoseCuervo,2022-05-02T20:53:41.000Z,"cuervo.com
Request $10 and Tip It Forward to bartenders",,,31
Alexander Merrill,@74West,2022-05-02T20:53:41.000Z,What about electric bikes going the wrong way and/or driving on sidewalks?,,1,2
Ruwan Jayatilleke,@Ruwan_tweets,2022-05-02T20:53:41.000Z,We live in Gotham,,,5
Daniel,@ItsjustDaniel,2022-05-02T20:53:41.000Z,"Imagine spending 4 million dollars on an ad campaign rather than fixing the actual problem. If people can speed, then make them go slow. It's not difficult.",,,4
Secret Squirrel,@sheila_sq,2022-05-02T20:53:41.000Z,4 million dollars on ads......,,,8
jane pickett,@janiebeenyc,2022-05-02T20:53:41.000Z,Too many reckless bikers!! Fix this!!,,1,
FEMA Test Answers,@femacourses,2022-05-02T20:53:41.000Z,Why not pour that tax money into programs that will encourage and teach safer driving for the youth?,,,1
Pedro 我是纽约人,@_pjrt,2022-05-02T20:53:41.000Z,Fixed it for you.,,,3
Such is life,@vderzu,2022-05-02T20:53:41.000Z,OMFG one bad idea after another. Geeezuzz,,,3
isma A,@ismaNYC,2022-05-02T20:53:41.000Z,"u might need a cop in every corner. nyc is not safe at all. if u a parent u wont let ur kids on the street alone in nyc, wake up",1,,
Old Forester,@oldforester,2022-05-02T20:53:41.000Z,"youtube.com
Kentucky Turtle Derby 2022",40,88,553
Bike Lanes,@NYCBikeLanes,2022-05-02T20:53:41.000Z,"Maybe a large sign will fix 
@placardabuse
 ?",1,,9
New York,@NewYorkXNewYork,2022-05-02T20:53:41.000Z,"end traffic fatalities? 
What fantasy world are you living in.",,1,
Avid,@AvidEvans,2022-05-02T20:53:41.000Z,Seems like a waste of money on ads but spend tax dollars as you see fit.,,,2
ARusso,@ARusso70767162,2022-05-02T20:27:17.000Z,"Its called aggressive driving! enforce existing laws, confiscate cars! Arrest drivers for arrestable offenses!  There is the plan. Increase highway patrol and have boro plainclothes traffic officers with tow trucks on immediate call. Take these fools off the streets, ENFORCE!",,,
John Mc,@JohnMc2604,2022-05-02T20:27:17.000Z,I’ll go out on a limb and say most folks are slightly more concerned with crime and lawlessness. Tone deaf and clueless.,,,
citykid,@lvey21,2022-05-02T20:27:17.000Z,The onus is on you to operate your 3000 pound vehicle safely. If you can’t do that then maybe you shouldn’t be able to drive.,1,,2
Joseph Ferris,@jferris215,2022-05-02T20:27:17.000Z,"We already know they don’t work. Redesign streets, make them safer, save lives. This feels performative at best",1,,4
Bike Tarrytown,@BikeTarrytown,2022-05-02T20:27:17.000Z,Only reason NYC's 2-way streets are kill zones is b/c NYCDOT engineers them that way.,,,
Samuel Santaella,@TransitNinja205,2022-05-02T20:27:17.000Z,"That's the goal with this. The question is how to do it, and which ways work effectively.",1,,
AG,@AGinNYC,2022-05-02T20:27:17.000Z,"could you please elaborate on what exactly ""traffic violence"" is?",,,
Pat Johnson,@Pat_SI_NYC,2022-05-02T20:27:17.000Z,Will there be a video for pedestrians and cyclists to not wear all black at night ?  NOPE,1,,1
Leighton,@LLSpence,2022-05-02T20:27:17.000Z,,,,
Old Forester,@oldforester,2022-05-02T20:27:17.000Z,"0:15
youtube.com
Kentucky Turtle Derby 2022",40,88,553
Chris,@cefthimiou21,2022-05-02T20:27:17.000Z,"Shouldn't all road vehicles have a 'slow down' bumper sticker? We put warnings on packs of cigarettes and should do likewise with multi-ton vehicles 
@NYCMayor
 @TransAlt
 @NYC_SafeStreets",,,1
Joseph Ferris,@jferris215,2022-05-02T20:27:17.000Z,Just make the streets safer for bicyclists and pedestrians.,1,,
Sean Piccoli,@spiccoli,2022-05-02T20:27:17.000Z,"Amen to lifesaving redesign while we also work on the U.S. driver epidemic of lethal indifference/homicidal rage, and agreed not with PSAs since whatever the pandemic broke in us that's also manifesting in traffic (and is aggravated by the grid) won't be fixed by ads",,,1
NYC DOT,@NYC_DOT,2022-05-02T20:27:17.000Z,"2
5",2,,5
Zoey Orol,@ZoeyOrol,2022-05-02T20:27:17.000Z,,,,
NYC DOT,@NYC_DOT,2022-05-02T19:26:42.000Z,ALT,,2,7
María Sol Torres,@_tmariasol,2022-05-02T19:26:42.000Z,Use vs. plan,,,
Alex Richardson,@DatacenterIndu,2022-05-02T19:26:42.000Z,"ALT
NYPD NEWS and NYPD Transit",,,
Alex Richardson,@DatacenterIndu,2022-05-02T19:26:42.000Z,"From 
City of New York",,,1
Tanya Cruz,@tanya4ny,2022-05-02T19:26:42.000Z,Sure did 4/30/2022. NYC-DOT Correspondence case number is DOT-544250-F1B7. We need a walk through!!! So thigh there’s concerns how will emergency services get through ,,,
Jon Orcutt,@jonorcutt,2022-05-02T19:26:42.000Z,"I know people think that, but 1 waying the car traffic would simplify the intersections dramatically. Two way avenues are the real kill zones across the city",1,,4
Pat Johnson,@Pat_SI_NYC,2022-05-02T19:26:42.000Z,"read your story 
@WinnHu
 mostly full of how useless 
@NYC_DOT
 is,  why don’t you ask them this question  “vision zero is the program, but how come nothing is done about drivers driving with obstructed windshields blocking view?” Watch their face turn red with no answer or data",,,
Bike Tarrytown,@BikeTarrytown,2022-05-02T19:26:42.000Z,"2 way streets are good overall.

Easy fix for CPW is making it 1 motor vehicle travel lane / direction. Bonus, add some horizontal lane shifts (chicanes, islands, etc) so it's not a straightaway.",1,,2
Live Nation,@LiveNation,2022-05-02T19:26:42.000Z,"lnpromos.com
See all your favorite artists live!",1,,3
Will,@MidnightramblaH,2022-05-02T19:26:42.000Z,"Have a good time at the Met Gala 
@NYCMayor
 

Photo op when a delivery worker was killed in Queens over not getting enough duck sauce.",,,1
Choresh Wald,@Choresh2,2022-05-02T19:26:42.000Z,,1,,
Choresh Wald,@Choresh2,2022-05-02T19:26:42.000Z,,,,
David Dartley,@ddartley,2022-05-02T19:00:01.000Z,"nytimes.com
How to Stop Speeding Drivers? Scare Them.
Traffic deaths in New York City have risen to the highest level in eight years. A new campaign aims to shock them into slowing down.",,,
City of New York,@nycgov,2022-05-02T19:00:01.000Z,"ALT
NYPD NEWS and NYPD Transit",22,16,38
AnotherEngineerPDX,@AnotherPdx,2022-05-02T19:00:01.000Z,"Two way cycle track along two way streets is very problematic from a signaling and safety perspective. Based on a quick look there would be issues at many locations along the route not just the crossovers, anywhere that isn't a T.",,,
NeverForget_WhoProlongedThePandemic,@NeverForget2007,2022-05-02T19:00:01.000Z,"Also too close to the corner, but drivers turning will fix that problem in a jiffy.",,,3
Pat Johnson,@Pat_SI_NYC,2022-05-02T19:00:01.000Z,"I mean really people can’t even see these billboards when they have a 6” x 3.5” phone + suction cup mount + handicap tag + mask + air freshener + baby shoes all above the dashboard blocking view and 
@NYC_DOT
 thinks this is good…this is the fault of 
@StreetsblogNYC
 @TransAlt",,,
HumanscaleNYC,@TribecaTrust,2022-05-02T19:00:01.000Z,Good idea.,,,
Pat Johnson,@Pat_SI_NYC,2022-05-02T19:00:01.000Z,"And magic number zero dollars spent on distracted driving and obstructed windshields 
@vinbarone
 @NYC_DOT
 doing great work !",,,
ThePeopleMoversBurnerAccount,@Bbburner19,2022-05-02T19:00:01.000Z,"And it should be protected with more than just the plastic thingies! Also, I can almost see my apartment in this photo, wild.",,,1
NYC DOT,@NYC_DOT,2022-05-02T19:00:01.000Z,ALT,6,1,4
NYC DOT,@NYC_DOT,2022-05-02T19:00:01.000Z,ALT,4,1,7
NYC DOT,@NYC_DOT,2022-05-02T19:00:01.000Z,,12,9,14
Live Nation,@LiveNation,2022-05-02T19:00:01.000Z,"lnpromos.com
See all your favorite artists live!",,,3
Andrew Siff,@andrewsiff4NY,2022-05-02T18:17:16.000Z,,1,1,
Sparky Mularkey,@SparkyMularkey,2022-05-02T18:17:16.000Z,"They should instead take this money and put it towards making it physically impossible for drivers to hit/kill people! They should install concrete barriers and designated, individual lanes strictly for pedestrians and bicyclists and buses.",,,2
Lee Hardwick,@LeeHard52949823,2022-05-02T18:17:16.000Z,Wow,,,
Pedestrian Crossing,@Pedestrian_509,2022-05-02T18:17:16.000Z,I’d vote for you.,,,2
Zohran Kwame Mamdani,@ZohranKMamdani,2022-05-02T18:17:16.000Z,"Hi! Thank you for flagging, I’ll follow up.",2,,
Dan Fischer,@FischermanDan,2022-05-02T18:17:16.000Z,Not here because the side of the road bordering the park doesn't encounter nearly as many intersections.,,,
Doug vanderHoof,@DougvanderHoof,2022-05-02T18:17:16.000Z,With concrete curb protection obvs.,,,
ItsEasyBeingGreen,@Fresh_Kermit,2022-05-02T18:17:16.000Z,"If there's no marked crosswalks at this T, I think that also means it's legal to park blocking the ped ramp?",,,1
Pat Johnson,@Pat_SI_NYC,2022-05-02T18:17:16.000Z,Safe driving billboard campaign has been done numerous times to nil effect.   The study of obstructed windshields is a decade behind but let’s continue with the same trend,,,
Live Nation,@LiveNation,2022-05-02T18:17:16.000Z,"0:29
lnpromos.com
See all your favorite artists live!",1,,3
Choresh Wald,@Choresh2,2022-05-02T18:17:16.000Z,,1,,2
Dr ATLeagle,@ATLeagle,2022-05-02T18:17:16.000Z,I want dramatic and impactful. Replacing a car is a huge hassle. Replacing tires is annoying. And the idiots that think they can squeak through at the last second would make far more hilarious videos ,,,5
Anne,@annetchrist,2022-05-02T18:17:16.000Z,It would be perhaps be faster and more cost-effective to use those tire-deflating spikes like at rental car exits.,1,,5
